intercept,block-mean,block-lin,derivative-1,derivative-2,derivative-3,derivative-4
1.0,0.8318876754961017,-1.4013304274467318,-0.005746568516976058,-0.4154216885087088,0.007198540677935433,0.42712279169743245
1.0,0.8318876754961017,-1.4013304274467318,-0.005746568516976058,-0.4154216885087088,0.007198540677935433,0.42712279169743245
1.0,0.8318876754961017,-1.4013304274467318,-0.005746568516976058,-0.4154216885087088,0.007198540677935433,0.42712279169743245
1.0,0.8318876754961017,-1.4013304274467318,-0.005746568516976058,-0.4154216885087088,0.007198540677935433,0.42712279169743245
1.0,0.8318876754961017,-1.4013304274467318,-0.005746568516976058,-0.4154216885087088,0.007198540677935433,0.42712279169743245
1.0,0.8318876754961017,-1.4013304274467318,-0.005746568516976058,-0.4154216885087088,0.007198540677935433,0.42712279169743245
1.0,0.8318876754961017,-1.4013304274467318,-0.005746568516976058,-0.4154216885087088,0.007198540677935433,0.42712279169743245
1.0,0.8318876754961017,-1.4013304274467318,-0.005746568516976058,-0.4154216885087088,0.007198540677935433,0.42712279169743245
1.0,0.8318876754961017,-1.4013304274467318,-0.005746568516976058,-0.4154216885087088,0.007198540677935433,0.42712279169743245
1.0,0.8318876754961017,-1.4013304274467318,-0.005746568516976058,-0.4154216885087088,0.007198540677935433,0.42712279169743245
